b1	b10	b11	b12	b13	b14	b15	b16	b17	b2	b4	b6	b7	b8	b9	a1	a10	a11	a12	a13	a14	a15	a16	a17	a2	a4	a6	a7	a8	a9	c1	c10	c11	c12	c13	c14	c15	c16	c17	c2	c4	c6	c7	c8	c9
7809	1180000	960000	3130000	1350000	741000	538000	1840000	563000	1210000	1450000	1600000	248000	572000	1940000	537000	670000	178000	1410000	1430000	611000	569000	581000	532000	97100	5140000	584000	533000	1150000	917000	261000	822000	1370000	1000000	1340000	1080000	1850000	510000	1030000	141000	1060000	643000	411000	38200	1050000
9576037	728000	906000	2270000	906000	400000	236000	468000	104000	7620	574000	1140000	402000	159000	763000	67900	26200	154000	920000	997000	485000	20600	376000	255000	72200	780000	528000	220000	226000	324000	18000	157000	336000	1260000	862000	408000	282000	928000	289000	108000	463000	542000	854000	235000	1610000
6817	1710000	1570000	2340000	1100000	1510000	1770000	1820000	1630000	1090000	3060000	881000	913000	1710000	1180000	2530000	2190000	2740000	2280000	1340000	1550000	1360000	2260000	1940000	1620000	1370000	2000000	683000	1380000	1130000	1330000	1420000	1170000	1460000	1910000	2180000	1990000	1410000	1740000	1580000	2400000	966000	1080000	1630000	790000
1046	241000	3280	1860	87700	81400	25000	3010	136000	16100	22700	345000	123000	22500	644000	29200	4620	170000	32100	13200	136000	2100	2830	6680	3120	878000	37400	27100	13600	229000	49200	2420	2500	21300	5540	65100	2070	269000	8290	60400	6440	10400	121000	2490	181000
1047	408000	609000	357000	834000	133000	250000	642000	141000	164000	530000	714000	241000	274000	150000	72400	59700	150000	669000	1180000	145000	23400	460000	59100	117000	575000	435000	91800	246000	196000	13800	128000	355000	515000	946000	416000	77200	765000	91800	102000	714000	294000	621000	190000	279000
1049	75400	14100	114000	158000	42500	40000	32300	31000	7990	19900	2410000	15800	14300	56700	110000	19600	9100	101000	270000	12900	24200	25400	30100	52900	34700	61100	11100	8640	1200000	25000	15800	7520	43200	184000	13700	27700	31000	50500	10600	17400	30500	16800	6530	1180000
1050	494000	546000	1650000	491000	334000	165000	718000	322000	377000	724000	1130000	401000	310000	1260000	50500	312000	173000	475000	621000	160000	9380	353000	87900	8430	1630000	290000	107000	460000	138000	27600	1370000	372000	254000	715000	261000	219000	731000	424000	127000	824000	630000	409000	87500	128000
1052	17800000	9660000	17600000	9390000	9040000	5320000	14400000	3570000	3380000	15700000	9630000	5440000	9320000	19700000	2900000	6260000	19700000	25100000	14100000	6140000	3600000	8120000	3580000	2730000	17700000	6660000	5550000	7420000	17900000	2460000	8630000	10400000	11900000	10000000	6180000	8490000	13300000	6270000	3430000	9330000	4290000	9780000	5360000	10700000
1054	403000	367000	6060000	617000	330000	248000	510000	92900	166000	804000	754000	177000	81500	752000	56300	124000	92000	509000	852000	378000	67100	397000	356000	31700	1160000	670000	154000	670000	476000	116000	234000	127000	691000	690000	117000	275000	667000	80200	120000	1350000	260000	394000	83100	405000
1060	142000	5790	262000	292000	8240	43600	66500	31800	27600	14300	319000	25300	35400	53900	52500	9030	15900	136000	9090	9800	82000	52800	17000	44800	11500	205000	37000	29200	202000	84400	9540	12700	131000	625000	57100	13700	38300	41100	17200	46700	48900	144000	74400	260000
6400629	194000	97800	351000	56900	243000	267000	97700	109000	454000	117000	64600	331000	95000	2920000	439000	324000	92100	61200	388000	270000	215000	418000	138000	218000	507000	46000	77300	3200000	300000	537000	757000	291000	127000	122000	113000	209000	216000	331000	177000	157000	366000	237000	334000	95500
5280459	370000	61700	485000	589000	5680000	478000	878000	6790	112000	351000	143000	6760	6190	264000	1840	548000	99300	307000	16900	3730000	2090	46200	15500	1680	397000	81800	24600	30900	9050000	0	29100	4330	510000	1460000	8050000	1560000	26000	216000	1160000	1030000	140000	265000	0	168000
49852441	226000	60600	215000	28700	31300	50800	1240000	62000	27000	102000	26000	80400	75900	29100	33100	36600	79400	235000	138000	6920	63000	126000	24700	57400	55800	56500	97000	70000	56600	65000	8470	34700	810000	1010000	73800	121000	251000	67200	23200	240000	204000	379000	60000	81000
9877911	1260000	91300	71500	86600	15600	43300	77600	4190	28600	32200	1400000	12100	10900	24800	5640	411000	34600	71100	78500	46700	8630	70000	19900	13700	62400	49300	11400	16300	117000	10300	42700	370000	88900	125000	21000	54800	30200	15200	3640	32500	15100	72200	29800	4990000
445395	459000	733000	1080000	1180000	274000	524000	559000	23400	66500	904000	339000	462000	370000	466000	137000	25200	316000	552000	1510000	337000	44500	655000	239000	88000	909000	151000	242000	223000	420000	34600	39600	307000	814000	1620000	454000	381000	681000	75400	27500	575000	280000	622000	68200	208000
445154	5440000	34200	106000	21500000	547000	9880	233000	1910	706000	872000	1130000	808000	166000	1530000	1120000	2320000	1550	306000	14700000	4640000	14300	233000	51100	1940000	392000	371000	243000	25200	725000	428000	1990000	32900	2470000	1650000	792000	91200	424000	1040	1160000	714000	775000	722000	80500	582000
444795	87200	410000	1260000	871000	467000	453000	628000	108000	7620	186000	800000	217000	63000	70100	38300	5230	336000	1020000	2200000	447000	248000	384000	64800	60300	154000	196000	194000	318000	150000	13600	42100	287000	1350000	1290000	758000	310000	870000	143000	69400	428000	3320	474000	71000	291000
445354	142000	1730	19100	258000	40100	186000	255000	1470	5160	21400	581000	196000	68200	17000	1390	1590	41900	40800	337000	235000	2920	403000	16400	0	74800	56600	85100	228000	57600	0	112000	631000	120000	169000	65500	101000	102000	1790	7180	52700	2220	28200	20000	451000
10198	740000	1640000	4150000	3410000	2800000	701000	1360000	1940000	737000	2340000	755000	638000	766000	8300000	113000	757000	1090000	5500000	2850000	1520000	780000	517000	3580000	252000	1360000	10500000	514000	1690000	3070000	773000	839000	825000	3440000	2210000	3090000	1080000	792000	809000	377000	1180000	1380000	1890000	2340000	1020000
10168	1210000	219000	1440000	412000	125000	6720	1210000	87700	14600	769000	135000	61400	229000	525000	120000	1400000	18100	4440000	6170000	23400	47000	482000	157000	616000	1940000	2300000	22800	613000	567000	19500	926000	70500	1100000	1570000	173000	466000	151000	38600	64000	646000	401000	1160000	10700	606000
442538	592000	2260000	7570000	1930000	720000	843000	449000	51800	77900	2130000	2440000	256000	92400	10100000	513000	2160000	158000	719000	870000	3710000	91700	568000	151000	48800	4880000	1260000	7780000	696000	925000	421000	532000	545000	1340000	1570000	1670000	10600000	780000	206000	66400	457000	301000	2220000	48400	944000
24892801	1910000	2910	3800000	514000	347000	1820000	1610000	182000	10400000	7810000	2940000	1290000	1840000	4920000	72100	126000	910000	5090000	1630000	271000	51500	308000	34600	3630000	3360000	650000	406000	964000	2130000	339000	618000	18400000	1690000	2320000	369000	290000	1460000	15900	2630000	271000	1900000	923000	366000	2660000
24892804	2540000	5240	9080	2350000	11500	376000	87100	570000	562000	1940000	14100000	45600	2770000	4970000	1270000	975000	11900	1290000	50600	1990000	3410	24000	353000	741000	1610000	5910000	20800	873000	10700000	8840000	519000	6710	2450000	243000	1470000	10900	12900	545000	369000	2080000	1190000	1240000	2810	5440000
10666	4710000	3370000	3460000	5440000	1750000	1980000	7080000	1110000	664000	4940000	5680000	2540000	1610000	3190000	1440000	934000	1540000	2750000	7430000	1770000	861000	4540000	1630000	584000	6730000	3520000	1830000	1860000	2540000	1080000	2010000	2180000	3320000	5590000	2020000	1540000	6870000	1130000	700000	6300000	2740000	4820000	1490000	3170000
68712	173000	64900	44900	43900	30300	34600	97100	188000	14800	58800	335000	149000	78000	772000	200000	7080	165000	74100	237000	51400	25100	28100	28900	7390	63900	127000	7590	72600	204000	72500	128000	69100	978000	2810000	86900	112000	1120000	635000	220000	2110000	82500	1280000	247000	154000
33474	3370000	3020000	4890000	3410000	2310000	2570000	6700000	752000	681000	3570000	3230000	1750000	1460000	3980000	418000	354000	1880000	2920000	6510000	1330000	430000	2890000	687000	135000	2680000	1920000	452000	1330000	1910000	77800	542000	1800000	1610000	4870000	6060000	2610000	7060000	961000	444000	1910000	1260000	2850000	802000	2180000
439230	827000	547000	2370000	1290000	536000	400000	883000	932000	451000	1030000	1760000	501000	369000	841000	801000	3450000	605000	5240000	5430000	1710000	1090000	3840000	2930000	2390000	4240000	1190000	426000	651000	2540000	2400000	1500000	1440000	1290000	1520000	622000	319000	551000	798000	416000	1580000	1100000	739000	494000	762000
442541	0	0	0	2280	0	0	0	0	0	787000	0	0	0	3090	1590	0	0	1750	0	0	0	0	1600	0	8770	2020	0	0	0	1760	0	1990	0	0	0	2190	0	0	0	1820	0	0	0	1760
441579	811000	669000	1620000	323000	633000	641000	853000	562000	424000	1380000	447000	94800	731000	607000	823000	842000	1200000	1400000	736000	729000	474000	1010000	978000	446000	831000	915000	162000	524000	598000	387000	424000	451000	658000	781000	1030000	896000	727000	570000	503000	987000	238000	472000	296000	379000
24771808	5110000	5690000	24000000	13500000	7110000	4190000	5080000	1170000	765000	5430000	5990000	2370000	3750000	10300000	1700000	2330000	2790000	3240000	8670000	8440000	1460000	6740000	3910000	2370000	6370000	5730000	1120000	2700000	7200000	2450000	1700000	3300000	3690000	8720000	7790000	8210000	10600000	2320000	2180000	5540000	2080000	4090000	1320000	739000
163913	43600	978000	1920000	911000	262000	213000	337000	448000	350000	1980000	5730000	843000	61500	561000	1280000	5300	68700	575000	1510000	11700	33900	349000	628000	72700	4260000	2030000	411000	31900	9480	935000	59200	23600	483000	1370000	42700	20500	1220000	78400	456000	1060000	52200	364000	73700	13100
6999783	57200	5430	428000	2600	1940	2380	835000	3460	8050	4140	14200	3750	2300	2690	2380	201000	1780	17600	106000	2910	2190	4190	4540	2940	20900	26000	2220	15500	62400	2250	107000	0	11200	10500	2510	3670	2320	5490	4530	44000	22900	4590	2870	149000
439383	720000	608000	953000	957000	2450000	468000	778000	608000	87800	2860000	538000	436000	461000	2360000	289000	96700	299000	987000	887000	943000	45500	717000	1490000	52200	5220000	641000	140000	98700	736000	151000	265000	227000	1230000	981000	1920000	213000	1250000	452000	118000	3690000	368000	736000	2200000	504000
1076	2240000	5480000	10800000	5900000	2770000	3140000	5340000	1740000	1840000	5480000	3870000	1420000	2040000	3390000	1190000	673000	3540000	6040000	6400000	3330000	1760000	4500000	1990000	1480000	5210000	3060000	1210000	2180000	2450000	917000	1050000	3350000	7590000	8310000	2940000	3820000	5220000	1840000	2780000	6360000	2140000	2430000	2120000	4090000
440096	381000	3670000	200000	13200000	241000	624000	523000	5350000	161000	309000	1900000	258000	846000	1030000	74000	68700	66700	187000	17500000	253000	73600	531000	820000	83600	507000	458000	68100	253000	309000	12800	92200	580000	205000	11100000	552000	231000	998000	1280000	57100	169000	431000	2200000	481000	109000
439155	6710000	5920000	8690000	10200000	3510000	4130000	5680000	1430000	1770000	5410000	6900000	2420000	2890000	5250000	877000	1290000	3030000	6700000	8550000	3890000	1660000	5220000	2000000	1190000	6700000	4060000	1550000	2970000	3440000	519000	1930000	4270000	6200000	9710000	4480000	3170000	5940000	1800000	1790000	5070000	2440000	3350000	2130000	3560000
348162	332000	56800	692000	311000	99900	84400	351000	55600	3480	96900	143000	99200	9690	557000	1960	4840	19200	24600	225000	40600	5460	43300	63000	16600	314000	212000	1830	26400	16500	0	1830	6490	168000	345000	84900	135000	170000	111000	1750	135000	114000	135000	11600	22300
9793905	354000	291000	3160000	139000	55600	74600	1670000	3780	949000	4730000	1110000	217000	619000	49200	4300	547000	81300	25300000	5030000	343000	446000	4910000	18700	213000	20200	108000	57700	226000	292000	27200	415000	1520000	11600000	321000	107000	897000	184000	7720	2580000	377000	28900	348000	1650000	2570000
5281867	125000	0	0	0	0	0	252000	0	1900	1390	383000	3480	26400	15600	0	0	1460	13200	0	1870	0	1520	0	0	0	564000	0	0	0	0	550000	38900	0	0	0	1610	0	0	0	0	0	0	0	0
440163	237000	232000	461000	343000	141000	74200	506000	15400	10600	443000	550000	148000	27100	156000	9470	6230	65700	115000	670000	45800	22700	237000	30400	7970	536000	145000	60100	8240	140000	3980	96300	243000	114000	558000	167000	115000	2030000	79500	2460	641000	46400	361000	37500	118000
5280460	767000	577000	686000	1420000	421000	840000	230000	15400	155000	865000	2310000	587000	92500	969000	55400	73100	48500	1130000	1950000	432000	30300	362000	32400	44200	174000	339000	114000	515000	1410000	7320	98100	470000	1910000	1850000	451000	709000	1230000	140000	190000	836000	725000	1010000	156000	555000
11953939	357000	210000	540000	203000	354000	127000	624000	59900	9920	124000	96300	71200	92400	216000	10800	8360	18600	111000	310000	242000	18300	119000	165000	10200	149000	153000	39800	58600	76700	11500	43000	22900	506000	631000	474000	49500	613000	64400	4990	329000	27100	188000	47700	68400
439216	1080000	150000	487000	430000	65200	142000	294000	38500	73100	466000	123000	118000	134000	426000	191000	66100	122000	52200	465000	57100	59600	459000	82500	15500	844000	353000	35800	52000	70300	35200	204000	60500	36200	491000	46800	84900	582000	135000	93300	485000	163000	41400	87700	38900
11236	458000	4050	9200	44300	16900	3690	77400	10500	6490	8480	686000	16400	8860	52700	7510	3510	8360	35800	10500	4750	5740	11800	6280	9130	113000	3780	4570	3520	9390	13700	30300	9730	100000	221000	8030	124000	19500	35200	59600	210000	136000	119000	9160	51100
5200	752000	355000	939000	1860000	361000	237000	836000	34200	56000	337000	545000	677000	97400	480000	9690	19500	115000	154000	1210000	25200	53900	268000	203000	25400	620000	375000	44500	120000	99700	11900	137000	336000	715000	2480000	447000	267000	1060000	188000	29700	546000	98900	619000	158000	119000
134025	768000	0	2640	2290	0	0	0	0	0	0	0	4220	0	0	0	0	0	1130	113000	0	0	1010	0	0	2040	13200	6210	59800	468000	0	22100	0	1890	7680	0	0	279000	0	0	0	0	0	0	0
5202	1250000	1960000	1870000	2310000	714000	1920000	1450000	702000	351000	1580000	1280000	1970000	865000	1280000	211000	312000	964000	1370000	2640000	763000	636000	1190000	792000	397000	1780000	1520000	1000000	695000	842000	260000	517000	1230000	1460000	2740000	793000	1430000	1810000	806000	421000	1460000	955000	2380000	643000	1200000
8742	160000	14900	11500	23100	5030	10900	139000	214000	3020	61900	136000	5250	3100	46400	4730	10100	1600	20300	51800	3800	5710	12500	1950	3300	305000	34100	15000	89300	17300	2600	176000	54500	11700	97300	7000	49600	3050000	14000	3970	93800	8920	63700	11000	3620
46173869	6.56e+04	7.83e+05	5.31e+04	2.31e+05	4.34e+04	1.93e+06	1.35e+05	2.53e+04	1.29e+07	5.70e+04	4.81e+04	2.24e+05	3.36e+04	3.82e+08	1.10e+05	9.36e+03	1.84e+04	2.93e+05	1.20e+05	1.86e+04	4.68e+04	1.16e+05	4.80e+03	6.13e+04	4.26e+05	2.91e+05	1.88e+06	1.42e+04	1.31e+04	1.79e+04	8.34e+03	5.38e+05	2.15e+07	7.88e+05	6.52e+03	6.66e+06	4.57e+04	2.33e+04	3.92e+05	3.59e+06	1.32e+06	3.43e+05	4.06e+04	1.48e+04
88363	938000	1650000	2050000	2000000	845000	957000	1380000	360000	134000	1180000	654000	294000	442000	2020000	64800	36400	498000	1250000	3180000	838000	196000	591000	496000	13400	1930000	1170000	96000	176000	242000	44900	189000	733000	1450000	3240000	769000	995000	1530000	554000	24100	1230000	1080000	1160000	185000	925000
440126	8280000	2850000	23800000	12400000	6560000	18100000	19700000	2930000	27000000	6690000	39800000	12600000	67300000	3420000	1810000	5280000	5710000	24000000	16700000	2140000	1850000	7510000	4180000	15900000	3470000	2740000	950000	15000000	9250000	1130000	5020000	7770000	7380000	13100000	871000	1760000	6130000	2130000	27000000	7330000	12200000	2450000	11500000	12900000
657272	860000	56100	3430	754000	8960	10900	499000	8900	4390	11200	2950	2470	2400	29000	261000	1420	1730	12300	11800	7050	6250	2590	0	1760	3530	36600	1990	9190	2440	7550	0	213000	24600	27300	8380	3190	168000	4030	105000	2400	2390	1760	2440	5110
23675735	25900	138000	1100000	121000	49700	93100	41400	14000	3520	92300	115000	15100	13300	1540000	17000	590000	9880	116000	20800	850000	19300	20900	5620	1560	406000	55200	2750000	19800	35400	16500	20900	26000	167000	61600	154000	1420000	63500	9000	2700	34100	26200	248000	4730	102000
16760658	122000	151000	284000	327000	82800	83100	42400	169000	44400	58100	317000	50400	64600	122000	268000	37300	76100	149000	653000	214000	92600	139000	578000	105000	133000	122000	46800	28700	64300	599000	30200	181000	198000	255000	108000	8800	142000	107000	140000	118000	47300	48900	86000	133000
24436	33800000	8720000	22000000	13800000	28200000	12800000	32100000	9920000	12900000	31800000	10300000	11000000	23100000	27900000	8280000	12800000	12400000	21900000	9370000	22400000	13400000	17100000	10200000	16800000	27400000	7170000	3430000	30800000	10600000	1440000	25600000	4320000	12900000	15100000	22400000	20200000	16700000	3960000	7490000	22900000	9540000	14900000	17600000	25500000
5281395	21700	218000	205000	344000	16200	60400	60200	44100	2780	13000	545000	7080	282000	102000	19800	12100	5840	154000	99800	6430	13800	13600	52100	60600	87300	500000	6120	36700	175000	44400	11600	1970	477000	39800	7560	26600	40000	89300	31800	8790	17200	181000	2830	68900
1102	11100	32700	39800	89800	1320	13900	42800	2510	1920	136000	178000	79600	1990	24100	2390	0	1820	32500	122000	27200	3730	9690	25300	0	521000	6730	10800	22300	21500	1180	23200	14400	16500	160000	5110	17300	21200	965	0	107000	3230	85000	2900	18200
