b1	b10	b11	b12	b13	b14	b15	b16	b17	b2	b4	b6	b7	b8	b9	a1	a10	a11	a12	a13	a14	a15	a16	a17	a2	a4	a6	a7	a8	a9	c1	c10	c11	c12	c13	c14	c15	c16	c17	c2	c4	c6	c7	c8	c9
5360043	164000	700000	178000	120000	63600	21700	39200	5290	8840	449000	2420000	68300	8470	25700	31700	56200	12200	28200	92700	47800	1850	90300	6420	38000	151000	23700	12200	68600	826000	2750	23100	1420000	69300	41100	53000	10900	81900	28800	54400	32500	66800	69000	22500	173000
3080635	295000	284000	332000	224000	295000	278000	80200	196000	206000	161000	299000	265000	335000	252000	316000	243000	222000	285000	227000	256000	239000	294000	203000	306000	291000	281000	321000	310000	333000	238000	370000	105000	304000	244000	256000	264000	226000	277000	284000	273000	335000	287000	282000	297000
325700	0	1960	0	0	42600	21900	2370	1490000	2220	372000	1910	0	0	0	0	0	0	12100	0	679000	0	0	804000	0	1290000	0	0	0	0	0	0	0	0	0	704000	1940	0	1110000	1880	327000	0	0	0	0
71968	141000	420000	703000	460000	85500	61400	53100	78400	5550	963000	686000	438000	211000	189000	8060	16700	72400	166000	970000	107000	26900	32300	53600	3040	562000	414000	202000	86100	298000	10500	57300	17700	525000	642000	195000	163000	114000	18200	1300	644000	50000	606000	96900	91700
442506	2340	66600	34000	15100	4700	1900	8930	1620	2210	307000	32100	225000	2750	13700	0	13900	3070	4270000	8390	10700	0	78500	0	0	84500	7860	36600	9310	48400	1810	35900	32700	2020	28900	10100	3470	3440	5840	4210	365000	32500	1160	0	1860
442173	4480000	4560000	4650000	4410000	4780000	4500000	4580000	4860000	4430000	4520000	4130000	4110000	4590000	4460000	407000	4560000	4480000	4300000	4440000	4450000	4350000	4500000	4550000	356000	4810000	4500000	4500000	4490000	4680000	316000	4670000	4620000	4540000	4720000	4460000	4670000	4820000	4800000	4660000	4720000	4710000	4340000	4850000	4620000
14989	2050	3010	1660	0	23100	0	0	812000	0	154000	0	1750	0	476000	0	0	0	0	2160	345000	0	2020	426000	2000	704000	0	0	2150	1530	1770	0	1780	0	0	352000	0	7970	559000	0	134000	169000	4130	0	2530
6211	11000	163000	68800	97900	50600	12800	80400	86000	9250	3200000	157000	120000	17700	136000	11900	7510	55500	29000	41300	40100	7800	28300	7010	7790	141000	826000	13500	65900	879000	8450	9950	37600	77900	44900	26900	17500	100000	23900	7720	632000	7800	29300	51000	56700
2303	1660000	0	64200	4170000	46100	893000	358000	451000	274000	1540000	15500000	74900	2490000	1640000	852000	319000	12300	4290000	734000	1750000	0	19600	512000	202000	1980000	1880000	2710	1160000	7350000	2070000	233000	0	3640000	912000	1300000	6690	51700	567000	268000	773000	848000	879000	1720	4740000
2331	2.27e+07	6.28e+06	4.17e+07	1.60e+07	2.50e+07	2.79e+08	2.73e+08	1.50e+07	2.50e+07	1.46e+07	1.33e+07	4.90e+07	5.86e+06	1.59e+07	2.31e+07	2.20e+07	1.50e+07	5.53e+07	3.90e+07	2.75e+07	2.10e+07	7.14e+06	1.87e+07	2.73e+07	8.30e+06	9.23e+06	2.71e+07	3.01e+07	8.68e+06	4.51e+08	1.81e+07	2.90e+07	1.46e+08	8.40e+06	1.79e+07	2.32e+07	3.16e+07	1.08e+07	1.75e+07	2.68e+07	1.40e+07	1.37e+07	1.61e+07	1.51e+07
241	116000	36800	139000	19600	8790	3650	57700	29100	19500	10500	32800	2740	3960	60300	13200	3250	11000	25000	111000	16900	2980	5620	15300	3880	302000	5480	6120	46200	6590	98700	255000	8710	52600	471000	4960	30600	134000	281000	23500	352000	9060	524000	73400	120000
41322	83300	901000	1440000	2120000	788000	1250000	1730000	199000	304000	1600000	2780000	762000	797000	593000	121000	198000	432000	1880000	3220000	1080000	349000	1390000	723000	542000	1720000	1250000	421000	648000	1220000	146000	238000	564000	2500000	2730000	1100000	293000	2440000	574000	982000	487000	570000	1490000	636000	1740000
243	2270000	5780000	4790000	3580000	2220000	3550000	4040000	1390000	1840000	2110000	2600000	5320000	2490000	4530000	1130000	512000	2260000	5160000	5930000	2150000	2970000	2660000	3440000	1330000	3390000	2420000	4190000	2760000	5050000	2290000	1710000	4070000	4400000	6840000	762000	2960000	6750000	1910000	1400000	2120000	1680000	5210000	1960000	7380000
9198	672000	382000	373000	1130000	95400	383000	47500	4620	596000	528000	867000	355000	82800	454000	17300	69300	26600	852000	1350000	148000	12400	138000	32900	49100	232000	197000	189000	509000	647000	6340	163000	423000	869000	1050000	186000	316000	542000	63700	67200	556000	104000	627000	35700	42200
9223	1500000	243000	2470000	1110000	93300	88900	619000	66900	211000	598000	1770000	180000	778000	1000000	103000	13800	142000	1050000	1470000	100000	95600	679000	315000	24100	1450000	871000	221000	569000	696000	103000	602000	245000	1360000	835000	215000	176000	1860000	194000	34400	781000	616000	1020000	437000	408000
8400	3120	1240	41800	3720	8550	3430	51200	6240	20700	152000	5360	1660	11300	10500000	6740	2730	2010	1350	15800	2270	2490	98200	1860	0	121000	2660	0	228000	21800	0	2260	13500	3440	3550	3630	5690	171000	4370	0	387000	874000	2330	0	2070
68284	19500	58600	87000	460000	59800	34200	11500	17300	29900	92400	61600	13200	22900	152000	19800	11700	47300	159000	70300	24100	26800	43100	5200	7220	62700	100000	83900	29900	21400	9750	21100	17900	34700	434000	110000	76500	127000	13000	23900	177000	61000	76300	30500	27400
440386	2650000	1770000	3190000	2240000	1380000	2000000	4650000	431000	670000	2630000	2970000	1410000	1280000	3650000	371000	236000	1300000	2940000	4450000	986000	293000	2100000	498000	67400	2450000	1390000	326000	1110000	1670000	25400	627000	1370000	1630000	2960000	3970000	1940000	4970000	647000	380000	1690000	972000	2010000	628000	1770000
244	3.03e+06	1.93e+06	3.45e+06	3.95e+06	2.09e+06	2.08e+06	3.57e+06	4.06e+06	1.01e+06	3.46e+06	7.88e+06	3.51e+06	1.28e+06	4.06e+06	6.55e+06	6.99e+05	6.81e+06	5.70e+06	6.15e+06	2.39e+06	7.92e+05	3.00e+06	6.72e+06	8.30e+05	1.28e+07	3.21e+06	1.95e+06	3.32e+06	3.78e+06	1.14e+07	1.61e+07	2.98e+06	1.68e+07	4.57e+07	3.64e+06	7.31e+06	6.10e+07	1.51e+07	5.84e+06	1.40e+08	2.10e+06	6.48e+07	8.09e+06	1.09e+07
5280371	20000	8310	9550	546000	459000	4030	26500	69000	5650	32100	226000	4470	9790	4470	9460	29400	4340	50100	543000	36200	8110	12500	16300	3580	15200	35200	2910	3640	1940000	12200	7830	12500	91300	212000	2250000	9120	3000	12800	6320000	3730	8570	4080	1940	14900
239	17400000	31000000	62500000	12800000	12200000	14400000	39100000	6110000	6670000	28700000	6840000	16600000	15500000	18200000	4670000	7890000	10000000	18700000	23800000	7110000	13900000	18500000	5850000	11700000	35200000	18600000	17100000	22400000	7540000	8030000	7290000	25700000	12000000	21900000	7860000	25700000	28500000	6710000	7030000	15500000	8600000	31700000	7980000	12800000
64961	68600	92600	79400	115000	194000	91500	120000	195000	75200	219000	54500	128000	73000	145000	81700	148000	153000	80500	165000	223000	15400	114000	140000	95100	42000	120000	133000	260000	153000	113000	143000	245000	86900	137000	954000	94200	149000	113000	127000	50100	185000	31700	89600	241000
441781	95600	21800	202000	97100	27600	1040	26000	2120	16100	770000	1120000	7520	2180	8270	1780	2100	1480	223000	115000	16000	1620	96400	2140	1970	136000	25800	3340	30100	11700	4330	1520	17600	23600	15600	100000	8720	111000	9860	127000	25000	2850	8050	5660	1190000
442261	0	0	0	0	8030	0	1450	0	1840	582000	2790	0	2060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900	0	0	0	1420	0	27400	0	0	0	0	12200	0	0	0	0
247	3.24e+08	1.79e+08	3.74e+08	2.35e+08	1.55e+08	1.74e+08	2.12e+08	1.53e+08	1.40e+08	2.06e+08	2.43e+08	1.80e+08	2.10e+08	1.49e+08	1.16e+08	1.71e+08	1.62e+08	2.21e+08	3.11e+08	1.61e+08	1.50e+08	1.38e+08	1.72e+08	1.17e+08	2.44e+08	1.34e+08	1.74e+08	2.31e+08	1.80e+08	1.65e+08	1.87e+08	1.53e+08	2.13e+08	3.13e+08	1.36e+08	2.88e+08	2.11e+08	1.90e+08	1.91e+08	2.29e+08	1.63e+08	3.77e+08	2.74e+08	2.23e+08
5280373	0	1610	2350	0	2270	0	0	0	1850	0	0	0	0	0	0	0	0	497000	0	0	0	1320	0	1390	0	0	0	0	0	0	0	53000	0	0	0	0	0	2130	1610	0	0	1830	1680	0
171548	3120000	3020000	4770000	4060000	1490000	1660000	3190000	720000	621000	3320000	5130000	1500000	1340000	3180000	586000	1170000	1430000	4510000	4820000	1950000	612000	2400000	892000	531000	4730000	2290000	752000	1400000	2870000	536000	1650000	2370000	3440000	5180000	1940000	1570000	3800000	1150000	653000	3430000	1370000	2630000	957000	2330000
83831	357000	2290000	1880000	5390000	2130000	3170000	2870000	286000	279000	1510000	3050000	65600	1130000	305000	50900	28300	466000	2830000	8470000	3550000	1290000	2400000	2080000	1130000	201000	1130000	170000	97100	1690000	67000	165000	754000	2590000	9500000	462000	2500000	411000	2020000	1240000	2130000	40500	264000	555000	1270000
83833	182000	882000	887000	986000	188000	178000	646000	289000	416000	643000	797000	229000	84500	131000	5550	12700	96200	1420000	797000	2880000	23800	391000	182000	340000	174000	8830	21500	128000	266000	2540	42600	432000	639000	346000	10900	132000	30800	4150	403000	258000	212000	346000	3310	454000
254	506000	160000	127000	208000	39000	208000	422000	24500	69800	104000	194000	62900	36400	334000	3750	4820	28000	246000	140000	41200	15900	143000	9380	19600	119000	103000	7790	152000	148000	6290	44500	120000	78000	182000	239000	79800	223000	53200	20600	63000	50100	51400	12900	466000
76739	2390000	9390000	4460000	10100000	6880000	5980000	8530000	1250000	2360000	9680000	5980000	3930000	2990000	1140000	756000	195000	2210000	2240000	7600000	4410000	1500000	4640000	1300000	1910000	6030000	1830000	1640000	2420000	5160000	253000	651000	3380000	2450000	8670000	8430000	4420000	12200000	1270000	1540000	5070000	1490000	3670000	2170000	2290000
66166	129000	112000	136000	149000	132000	129000	54900	93200	148000	136000	110000	95800	125000	120000	154000	131000	142000	60400	73900	87100	133000	112000	131000	152000	137000	144000	129000	130000	120000	128000	151000	117000	139000	126000	121000	77300	111000	157000	126000	160000	123000	151000	136000	134000
3037919	199000	7700	648000	8240	7110	11400	25800	2660	2810	29200	16800	9420	2570	22900	2930	18500	5440	21600	47200	57000	6280	20000	14400	1520	28200	50000	7960	9860	39400	6610	12800	19600	62400	172000	9960	16500	26800	5440	2780	84900	6760	11400	7100	64500
20218	14000000	10800000	43700000	16400000	7330000	8520000	28500000	4890000	17500000	14600000	18700000	4490000	11000000	21100000	2450000	3580000	3100000	14700000	19200000	7870000	5210000	7340000	4820000	1940000	52900000	7670000	3470000	19200000	10100000	1720000	7890000	5030000	12400000	16600000	13800000	20400000	14000000	12200000	2990000	12000000	6800000	12700000	4160000	12000000
442420	4060000	3180000	4130000	1990000	698000	923000	1330000	361000	1580000	2220000	2490000	573000	1420000	5400000	341000	1020000	1190000	1630000	1780000	277000	194000	635000	639000	507000	1710000	1320000	395000	7370000	1240000	117000	587000	5450000	2450000	1330000	1040000	2000000	2240000	811000	125000	1060000	904000	1860000	445000	69800
442998	1260000	1140000	1160000	985000	734000	645000	622000	75900	96900	1050000	939000	426000	363000	667000	191000	239000	567000	952000	1010000	956000	156000	1040000	48400	104000	1100000	1140000	457000	311000	294000	128000	447000	605000	1200000	1080000	1110000	436000	1420000	186000	142000	1060000	501000	928000	258000	488000
5281514	1990000	1920000	1980000	1950000	1960000	1960000	1930000	2110000	2020000	1910000	1930000	1980000	2020000	2130000	2010000	2100000	1920000	1910000	1910000	1850000	2030000	2060000	2110000	2070000	2050000	2010000	2010000	1940000	1970000	1980000	1920000	1940000	1920000	2110000	2040000	1930000	1960000	1990000	2040000	2070000	1890000	1990000	2040000	2080000
2244	45700	8060	224000	15900	19400	8880	43800	6130	3890	33600	7390	14800	5330	21600	2140	48800	1610	351000	17400	2770	2480	15600	1250	2040	36500	10300	4140	26900	906000	1880	74600	7100	4360	20300	1820	25300	9310	3200	3000	97100	20100	19000	0	17800
10257	19700	44400	45200	65800	492000	41900	55800	0	0	21300	32100	61000	1910	16400	15500	3830	52200	57500	59400	172000	44100	25600	0	15900	37500	12100	52300	19500	17800	19400	0	45900	43700	51900	374000	53000	78100	28200	33900	31800	1780	55400	35600	63600
2477	238000	170000	187000	345000	200000	180000	112000	1940	295000	336000	735000	42900	22400	538000	3600	3740	11500	307000	817000	193000	1610	86500	5380	1820	62900	168000	7820	2000000	72400	0	3900	870000	749000	455000	144000	139000	726000	18400	1630	86400	94500	138000	74700	28400
2479	1930000	180000	2410000	414000	946000	221000	522000	502000	564000	365000	1520000	439000	433000	11800000	48300	439000	597000	997000	907000	784000	66700	182000	105000	59400	8640000	1610000	416000	517000	1100000	66400	96300	373000	1550000	482000	704000	548000	3930000	3230000	160000	233000	121000	294000	341000	581000
261	76700	689000	348000	115000	248000	54700	242000	70500	140000	156000	997000	23000	562000	26500	53600	1070000	116000	661000	248000	11200	33500	148000	84600	238000	193000	5130	24700	370000	241000	97400	379000	3370000	7580	83700	146000	252000	168000	443000	44100	31300	8350	36700	128000	1680000
20975673	1070000	1410000	892000	957000	1100000	1250000	1260000	1820000	1100000	896000	1690000	1270000	1090000	1310000	1270000	796000	924000	1080000	851000	439000	467000	1130000	1210000	1200000	748000	771000	890000	1030000	854000	577000	1360000	954000	1240000	758000	992000	1020000	964000	857000	950000	1040000	1300000	1120000	1400000	1300000
266	3080000	1290000	294000	2090000	802000	66300	904000	66500	105000	1420000	4040000	534000	205000	4000000	159000	590000	452000	328000	2010000	1010000	45800	552000	26000	67600	1920000	4360000	160000	284000	777000	174000	820000	1020000	230000	1460000	908000	210000	985000	26300	24200	1240000	2200000	796000	16600	1990000
2486	3560000	3330000	6330000	3220000	2270000	1580000	2220000	50000	1630000	2600000	5210000	1030000	1750000	2100000	92700	131000	871000	3520000	5640000	1940000	248000	1300000	47200	77500	3100000	2030000	961000	2010000	3340000	156000	479000	3260000	4620000	4020000	3270000	2240000	4240000	56700	395000	2390000	1130000	3150000	1250000	2380000
31343	2080	2230	2360	2830	2460	4830	1680	2080	11500	2660	9630	2240	0	3220000	2030	0	3510	0	3030	2740	0	2200	1450	1770	3360	9640	0	0	3370	1830	6810	0	1420000	4500	2080	152000	71600	105000	7890	43700	1900	4550	221000	25000
10760	7810000	18700000	17200000	12000000	2790000	2990000	4450000	1480000	5800000	7560000	17100000	1470000	3670000	9010000	1040000	1620000	879000	8110000	11200000	2350000	3140000	2850000	816000	359000	6490000	4620000	3130000	5280000	4150000	337000	2630000	18600000	9180000	6170000	4020000	10400000	8260000	3380000	488000	2340000	3640000	5120000	1980000	2660000
439543	40800	113000	2600000	118000	7890	8560	40600	0	1520	291000	453000	1090	4390	127000	1680	51900	2190	2000000	90900	165000	0	82100	0	0	730000	58200	11600	71400	52500	4490	92700	10700	156000	75100	85800	295000	250000	1680	2330	7070	37400	86700	15700	18800
92042781	1760	6180	5570000	3800	3030	4630	6550	1970	3000	2980	1290	2010	3850	2510	0	2040	0	7390	3560	2200	2340	2500	0	0	3030	8570	0	3320	0	0	0	16500	3190	3110	5190	3350	2390	2050	0	4050	11700	3350	1860	9120
273	16800	67200	15400	19100	23200	6390	133000	1640000	296000	31900	22300	388000	57400	307000	654000	62100	132000	74300	42100	14200	4490	23300	8170	26800	29000	34500	2990000	92900	51900	125000	30100	257000	15200	15100	781000	291000	8730	1960000	29200	18300	12700	24600	0	34700
2519	19400000	255000	162000	12300000	239000	1820000	1590000	4420000	6060000	21000000	66700000	616000	43700000	25400000	6250000	14600000	1120000	16000000	181000	18600000	3070	821000	3280000	9680000	18400000	43500000	586000	4500000	34500000	62500000	3990000	51800	32900000	2350000	8230000	49700	1790000	3640000	2440000	23500000	9290000	13700000	3230	22500000
442670	2080000	2870000	2490000	1550000	867000	1420000	2000000	1880000	316000	2740000	1210000	1550000	1130000	1340000	1360000	287000	1950000	787000	2410000	596000	633000	5200000	820000	537000	1330000	2080000	1210000	816000	1540000	195000	741000	1560000	2000000	3380000	568000	1710000	6820000	1530000	995000	2820000	878000	2600000	2050000	1030000
443000	1430000	2000000	3120000	2210000	812000	924000	2350000	3580000	472000	2240000	3700000	1250000	782000	862000	487000	336000	1090000	1930000	2120000	1040000	675000	1910000	1580000	654000	2800000	1150000	2530000	865000	862000	566000	598000	1880000	3800000	3360000	1430000	1170000	3420000	1450000	898000	2580000	567000	1520000	881000	997000
2537	2670000	8600000	36700000	8070000	5090000	4900000	1370000	136000	384000	7550000	20100000	3070000	3190000	46300000	2000000	8300000	571000	8000000	6510000	18400000	914000	1950000	699000	200000	39200000	4930000	34100000	7000000	9030000	2830000	2050000	2140000	10400000	5300000	7770000	44700000	15800000	1260000	552000	2590000	1990000	11400000	1980000	4270000
5315669	210000	29400	63000	128000	80300	29200	33100	19100	22500	21300	125000	32000	8570	59600	17500	33900	23500	122000	257000	59800	13600	22300	24800	3740	64900	10700	8870	16300	46800	8140	4550	87400	64700	60200	56700	32500	84600	17100	50700	6810	26200	15500	32700	21300
47346	391000	446000	322000	420000	367000	413000	363000	364000	418000	412000	286000	314000	487000	381000	367000	441000	407000	413000	395000	458000	436000	345000	386000	292000	355000	426000	446000	390000	442000	229000	413000	399000	440000	335000	393000	406000	378000	495000	381000	390000	201000	337000	347000	437000
27689	7010000	11200000	32000000	6050000	3810000	1640000	4870000	7060000	3090000	4800000	16500000	2340000	2910000	13600000	1080000	2500000	2120000	7740000	13400000	1740000	826000	2930000	2450000	1210000	24100000	5500000	2200000	11700000	3290000	2340000	12500000	3460000	5880000	37800000	1040000	7190000	10000000	4130000	715000	4810000	6670000	12300000	4400000	6250000
2576	6630	6270	23500	73600	37400	92900	3650	2050	4080	230000	193000	61200	7780	46100	0	12900	8430	16300	200000	19500	2670	8520	4750	1700	292000	4600	14100	7210	11000	0	6040	8750	8310	102000	15100	16000	66400	12100	87000	531000	5650	182000	5910	314000
5281763	92500	477000	1600000	321000	147000	21800	188000	25300	4350	3960000	80800	441000	8250	414000	288000	1900	5900	39400	456000	85500	2370	212000	8520	2240	156000	6050	13200	74500	2440000	1160	9900	228000	181000	168000	203000	24900	113000	25000	2310	2410000	15500	556000	14000	32900
439570	374000	767000	1660000	1120000	804000	1160000	1780000	84800	441000	2030000	572000	423000	218000	2130000	433000	752000	155000	2030000	1100000	502000	232000	307000	242000	596000	1580000	469000	489000	2740000	369000	332000	623000	1040000	3300000	1780000	2430000	1910000	2170000	1420000	605000	1200000	1200000	358000	634000	522000
289	13200000	8390000	10500000	19700000	3420000	3240000	24300000	9880000	6230000	5100000	19700000	11900000	4150000	10700000	3960000	14100000	3620000	7210000	37400000	8190000	3300000	17500000	6730000	9350000	10900000	7500000	4540000	5190000	9440000	16500000	9060000	14400000	21400000	10400000	7030000	6210000	5670000	7290000	6020000	11200000	9000000	7670000	7800000	10600000
443388	54600	19800	16300	247000	3530	46100	7390	3550	31800	291000	123000	5120	2030	7330	1870	67200	0	631000	165000	1740	13600	97100	2680	0	55400	6360	1590	12700	105000	1510	8410	18000	6610	50800	5630	56700	226000	7140	47900	54100	1840	8250	0	19200
163834	108000	0	1560	668000	0	1660	69500	20100	1580	0	26200	3420	8150	0	0	1430	54800	3290	881000	7540	1250	2700	89300	1090	1580	0	1280	0	1750	37400	654000	84100	288000	1920000	0	2090000	5090000	43600	40300	18700	1310	358000	1630000	2450
5479537	108000	38800	123000	96800	8240	13100	25000	2910	9320	94500	809000	11600	2330	81400	2320	2420	1230	29500	97800	14800	4590	16600	3030	4480	125000	45300	3930	17600	24100	2020	12200	2350	8720	48100	169000	41000	30600	16800	750000	24700	15500	16000	0	901000
442349	96000	111000	129000	251000	22100	48200	44300	5750	3380	135000	806000	67100	18700	75100	6130	24000	8670	67500	279000	55000	17200	137000	4690	2710	57200	110000	2960	4850	88100	1390	10500	38200	84700	399000	19600	127000	100000	2230	34400	28200	3330	5740	26800	212000
5282054	19600000	3990000	13500000	9800000	9510000	4770000	10500000	1310000	8530000	8130000	4890000	4950000	4140000	5190000	370000	3290000	1550000	11400000	19600000	8170000	4050000	6120000	321000	1660000	7470000	6420000	1410000	3750000	4890000	64200	5340000	6880000	9980000	8540000	8940000	4250000	14300000	507000	2410000	7850000	4570000	6030000	4710000	5170000
2680	212000	398000	17700000	1110000	180000	97200	3230	0	6490	2060000	2730000	88400	27600	1010000	160000	1160000	8440	13400000	375000	1370000	8250	360000	0	0	3070000	77100	64400	694000	672000	66800	1200000	18600	1530000	716000	721000	2340000	104000	2800	2910	189000	31600	643000	7720	418000
6805	82400	81900	85600	282000	29000	57200	127000	111000	38600	162000	8890	38600	137000	37700	25000	47500	43700	28000	52100	89200	134000	52800	22400	50900	98700	17200	78600	60200	23500	43300	12600	88300	40900	10800	60000	67500	160000	1110000	11800	131000	68200	60700	16600	23500
9552079	44400	141000	126000	104000	32100	30100	100000	13800	2630	56200	734000	25100	804000	21300	7280	6170	10900	252000	106000	16000	3770	180000	13900	4590	27300	396000	14500	52900	126000	50200	18500	16900	1450000	145000	23500	66900	70500	27200	12400	124000	19800	340000	8490	32600
15546	245000	558000	641000	710000	150000	94900	575000	80700	15400	214000	519000	105000	26700	153000	3270	9890	15800	99100	800000	69500	41600	403000	36300	10700	590000	202000	31900	67000	55900	36100	62400	158000	484000	864000	42600	124000	557000	46500	11400	565000	224000	823000	21700	155000
3034465	11200000	12500000	11000000	13000000	13400000	14700000	11200000	15600000	15900000	14400000	11000000	14200000	14400000	12300000	15900000	14500000	15000000	12200000	11000000	14100000	16600000	13200000	13700000	16100000	11200000	13000000	15700000	13100000	13200000	17400000	15600000	13300000	12200000	12600000	14400000	14700000	10900000	15000000	15800000	12000000	14000000	11500000	14300000	11500000
2724	29000	509000	1360000	355000	52100	15000	135000	168000	26700	371000	91800	8740	161000	195000	41400	296000	32200	1910000	37400	184000	18500	201000	263000	22800	322000	795000	37500	771000	111000	5820	281000	348000	35800	574000	18800	414000	58700	201000	268000	218000	358000	150000	4320	57500
54675777	83400	15100	777000	534000	102000	98700	174000	29500	2060	268000	44000	54900	17600	62400	3220	1400000	14400	21900	137000	1950000	12100	18500	11400	7240	53100	65000	8740	3990	261000	3130	110000	19200	20000	123000	45600	6530000	63100	59000	7220	7430	53300	1460000	9050	26100
135437	2410000	893000	778000	948000	87900	219000	588000	1430000	213000	683000	998000	890000	960000	945000	121000	182000	130000	274000	1110000	194000	11100	176000	363000	87300	1100000	380000	302000	673000	798000	226000	1140000	816000	2080000	3050000	589000	1340000	7110000	532000	649000	3730000	386000	1150000	2390000	551000
5280666	2070	63800	11200	9280	1560	2050	1850	0	5020	6070	341000	0	0	1760	0	0	0	2300	5970	2560	0	3400	0	1650	2010	2320	0	9720	4560	0	2980	5180	17300	4920	2020	19600	20300	7980	466000	3430	0	2180	1920	462000
100275	235000	180000	167000	181000	4640	74000	320000	13500	9930	30500	854000	110000	8650	207000	2800	59500	12300	35700	208000	15300	3950	432000	33500	1780	31100	82000	31600	22800	169000	3650	14400	166000	116000	282000	10300	82100	785000	197000	6070	68800	39500	255000	6740	257000
637511	408000	332000	210000	705000	184000	234000	168000	164000	239000	363000	716000	296000	205000	297000	165000	97300	91600	169000	836000	91600	86300	452000	147000	46300	178000	327000	222000	223000	12900000	86000	61800	175000	134000	146000	233000	226000	371000	165000	123000	204000	248000	186000	190000	130000
71448932	438000	2410000	583000	479000	81300	88500	351000	87900	153000	416000	592000	13500	257000	1570000	7450	283000	32100	331000	138000	42000	128000	6890	141000	38600	1480000	342000	63400	829000	195000	1360	260000	634000	166000	380000	44800	1030000	252000	45200	9440	35600	27900	466000	4070	411000
46173972	111000	514000	1000000	424000	139000	7080	334000	9200	697000	288000	933000	21900	539000	1680000	1410	15300	29300	482000	222000	123000	77300	283000	178000	3870	2500000	52300	65800	1370000	120000	3040	353000	1090000	301000	936000	70600	1180000	37200	161000	5710	761000	246000	943000	36000	245000
2762	49000	535000	206000	281000	55500	464000	533000	50600	7220	153000	144000	215000	217000	42800	32300	18000	169000	425000	440000	44500	60600	598000	109000	45900	313000	459000	55600	40700	333000	45000	22800	46100	571000	199000	152000	48600	661000	39600	17700	459000	32600	405000	134000	314000
441155	7610000	2670000	8290000	5340000	3090000	1920000	3710000	1200000	1130000	3430000	4030000	1980000	1640000	3340000	1090000	1050000	1490000	6830000	7910000	3020000	742000	2360000	1880000	803000	4110000	3970000	1370000	2080000	2680000	772000	2540000	2430000	7120000	6280000	3510000	1380000	4810000	1310000	1200000	4600000	2380000	3090000	1750000	2860000
440294	1510000	1460000	1420000	1490000	1180000	1100000	1340000	1340000	1250000	1550000	1370000	1400000	1210000	1500000	1200000	1390000	1340000	1500000	1500000	1500000	1270000	1260000	1310000	1560000	1660000	1560000	1310000	1270000	1410000	1330000	1230000	1370000	1270000	1320000	1380000	1420000	1460000	1330000	1380000	1110000	1490000	1500000	1330000	1300000
5459789	1460000	430000	1160000	968000	646000	670000	1480000	116000	221000	385000	312000	242000	293000	822000	9340	112000	64000	1440000	2720000	670000	558000	504000	50200	6940	1720000	429000	32000	1710000	314000	5120	318000	1290000	1280000	1410000	494000	647000	1840000	93200	30800	572000	462000	619000	307000	264000
440073	462000	250000	1610000	283000	285000	208000	207000	834000	77400	12800000	1720000	141000	129000	436000	20700	20900	227000	1060000	61100	334000	99200	193000	124000	11500	1790000	365000	78200	119000	1780000	13100	35200	137000	47300	305000	374000	96000	84800	1290000	200000	5330000	18500	854000	19300	813000
9543248	6.73e+05	1.07e+07	3.17e+06	1.58e+06	4.40e+06	2.51e+05	1.04e+06	9.04e+07	2.24e+05	7.05e+05	5.18e+08	3.26e+05	1.10e+05	5.52e+05	3.96e+05	9.10e+05	1.83e+05	7.95e+05	6.08e+06	1.62e+07	2.25e+05	1.68e+06	4.35e+07	6.57e+06	6.18e+05	9.44e+05	2.26e+08	1.14e+06	1.32e+07	6.78e+05	1.03e+05	2.34e+07	1.77e+04	1.03e+06	8.60e+05	1.61e+06	1.51e+06	2.10e+06	2.63e+07	8.54e+05	6.06e+05	9.36e+06	9.49e+04	4.68e+07
643757	1.00e+08	6.13e+07	1.12e+08	3.71e+07	7.52e+07	2.28e+07	9.19e+07	2.62e+07	2.46e+07	1.69e+08	3.58e+07	2.44e+07	6.33e+07	7.81e+07	3.17e+07	4.95e+07	5.34e+07	1.22e+08	6.40e+07	9.32e+07	2.92e+07	9.33e+07	4.27e+07	2.51e+07	2.13e+08	1.09e+08	3.83e+07	7.19e+07	7.60e+07	3.20e+07	4.33e+07	3.38e+07	4.60e+07	4.11e+07	7.51e+07	3.72e+07	1.02e+08	3.54e+07	4.09e+07	1.92e+08	1.55e+07	1.31e+08	7.61e+07	8.38e+07
10403174	14200	18000	4900000	1410000	199000	8440	179000	275000	17900	22800	120000	39700	589000	8450	19600	16900	30900	721000	262000	712000	1680	24300	239000	62700	21800	442000	3640	11500	17600	134000	59300	73100	637000	73200	104000	140000	189000	1560000	230000	310000	55100	296000	15500	11600
1081	7050000	6490000	12500000	7590000	3450000	2110000	8650000	1480000	230000	4340000	18500000	2770000	1740000	6000000	2350000	2170000	3990000	24100000	22500000	2980000	3060000	16200000	7000000	3820000	19700000	5840000	3360000	1800000	10700000	5850000	1530000	2330000	1410000	3910000	2110000	2590000	7840000	845000	1900000	4170000	2370000	5890000	527000	2120000
59725	19200	95400	6630000	311000	10100	56700	16600	6560	53400	9990	40200	8960	39100	3580	2590	1470	52400	46600	519000	142000	7260	90800	105000	1980	13600	32300	3550	39300	46500	1750	1470	28700	162000	1040000	54400	5530	60600	15400	48900	7660	1860	20700	15700	23500
